Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Arizona,0,"1,312",111,92,0,14,106,
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Arizona,0,"1,342",112,80,0,11,91,
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Arizona,0,"1,352",110,80,0,15,95,
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Arizona,0,"1,380",112,77,0,14,91,
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Arizona,0,"1,349",110,82,0,11,93,
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Arizona,,"1,290",107,102,,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Arizona,31,"1,324",112,117,19,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Arizona,58,"1,356",111,124,32,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Arizona,91,"1,403",115,149,52,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Arizona,96,"1,316",114,117,43,,171,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Arizona,106,"1,384",119,120,42,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Arizona,104,"1,398",120,124,46,0,182,
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Arizona,127,"1,427",124,138,71,0,194,
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Arizona,118,"1,306",121,128,69,0,177,
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Arizona,97,"1,289",119,116,52,0,161,
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Arizona,114,"1,310",117,120,50,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Arizona,132,"1,399",127,137,72,0,197,
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Arizona,173,"1,463",130,158,99,0,232,
01/21/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Arizona,207,"1,550",144,169,108,,269,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Arizona,257,"1,616",145,200,137,,321,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Arizona,383,"1,773",159,275,211,0,447,
01/21/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Arizona,502,"1,952",179,412,311,0,603,
01/21/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Arizona,547,"1,993",179,410,339,,619,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Arizona,473,"1,861",177,345,282,0,536,
01/21/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Arizona,388,"1,792",166,287,221,0,454,
01/21/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Arizona,304,"1,585",149,231,181,,355,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Arizona,249,"1,526",150,206,145,0,310,
01/21/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Arizona,173,"1,504",143,144,91,0,226,
01/21/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Arizona,128,"1,465",134,126,71,0,183,
01/21/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Arizona,93,"1,293",118,122,59,0,156,
01/21/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Arizona,61,"1,280",121,88,36,0,113,
01/21/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Arizona,66,"1,258",119,77,29,0,114,
01/21/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Arizona,56,"1,283",119,79,27,0,108,
01/21/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Arizona,35,"1,201",114,82,18,0,99,
01/21/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Arizona,53,"1,238",116,79,28,0,104,
01/21/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Arizona,45,"1,233",112,81,26,0,100,
01/21/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Arizona,63,"1,279",122,93,35,0,121,
01/21/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Arizona,82,"1,306",121,98,39,0,141,
01/21/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Arizona,121,"1,390",123,131,61,0,191,
01/21/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Arizona,121,"1,247",109,118,64,0,175,
01/21/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Arizona,197,"1,511",131,188,108,0,277,
01/21/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Arizona,293,"1,507",133,236,177,0,352,
01/21/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Arizona,368,"1,602",137,294,230,0,432,
01/21/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Arizona,437,"1,755",150,357,278,0,516,
01/21/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Arizona,555,"1,811",144,440,353,0,642,
01/21/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Arizona,361,"1,497",117,317,248,0,430,
01/21/2021,12/27/2020,01/02/2021,By Week,,,53,01/02/2021,Arizona,278,"1,328",104,227,169,,336,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Arizona,241,"1,176",87,212,170,0,283,
01/21/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Arizona,108,585,43,72,53,0,127,
01/21/2021,12/29/2019,01/04/2020,By Week,,,1,01/04/2020,Arkansas,0,672,97,51,0,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Arkansas,0,685,102,52,0,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Arkansas,0,658,95,45,0,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Arkansas,0,616,94,41,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Arkansas,0,681,105,56,0,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Arkansas,0,673,102,50,0,,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Arkansas,0,688,102,38,0,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Arkansas,0,695,102,53,0,12,65,
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Arkansas,0,656,103,32,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Arkansas,0,696,106,42,0,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Arkansas,0,628,98,37,0,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Arkansas,0,637,101,54,0,11,65,
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Arkansas,,640,101,41,,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Arkansas,11,606,99,52,,0,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Arkansas,14,636,101,59,,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Arkansas,12,637,109,49,,0,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Arkansas,14,615,104,46,,0,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Arkansas,22,630,105,40,,0,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Arkansas,24,661,111,45,,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Arkansas,,582,98,34,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Arkansas,20,642,108,43,,0,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Arkansas,19,610,105,37,12,0,44,
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Arkansas,26,648,114,40,12,0,54,
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Arkansas,34,651,106,50,17,0,67,
01/21/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Arkansas,45,707,124,46,16,0,75,
01/21/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Arkansas,47,663,116,54,21,0,80,
01/21/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Arkansas,41,686,117,45,17,0,69,
01/21/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Arkansas,47,660,113,53,23,0,77,
01/21/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Arkansas,57,694,120,58,25,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Arkansas,73,713,129,73,35,0,111,
01/21/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Arkansas,86,746,137,83,42,0,127,
01/21/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Arkansas,90,734,127,80,42,,128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Arkansas,90,764,134,78,33,0,135,
01/21/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Arkansas,99,749,132,93,49,0,143,
01/21/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Arkansas,95,739,132,83,42,0,136,
01/21/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Arkansas,88,710,126,76,42,0,122,
01/21/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Arkansas,104,721,117,87,49,0,142,
01/21/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Arkansas,81,734,125,76,35,0,122,
01/21/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Arkansas,93,744,126,83,47,,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Arkansas,114,780,139,95,56,0,153,
01/21/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Arkansas,140,783,139,110,81,0,169,
01/21/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Arkansas,145,775,133,107,67,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Arkansas,148,784,125,122,79,0,191,
01/21/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Arkansas,147,789,130,102,65,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Arkansas,148,839,140,91,57,,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Arkansas,192,878,136,114,75,0,231,
01/21/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Arkansas,195,867,138,114,72,0,237,
01/21/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Arkansas,224,810,127,128,94,0,258,
01/21/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Arkansas,248,908,142,147,108,,287,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Arkansas,199,860,127,121,78,0,242,
01/21/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Arkansas,188,798,122,115,81,0,222,
01/21/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Arkansas,107,619,88,75,43,0,139,
01/21/2021,12/27/2020,01/02/2021,By Week,,,53,01/02/2021,Arkansas,78,544,77,79,44,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Arkansas,59,487,70,65,36,0,88,
01/21/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Arkansas,51,336,50,46,30,0,67,
01/21/2021,12/29/2019,01/04/2020,By Week,,,1,01/04/2020,California,0,"5,888",94,467,0,45,512,
01/21/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,California,0,"5,873",93,431,0,54,485,
01/21/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,California,,"5,830",97,507,,67,574,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,California,0,"5,832",102,448,0,71,519,
01/21/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,California,0,"5,685",98,428,0,60,488,
01/21/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,California,,"5,913",105,450,0,68,519,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,California,0,"5,585",99,428,0,78,506,
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,California,,"5,798",103,463,0,72,536,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,California,0,"5,680",99,434,0,71,505,
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,California,,"5,737",101,482,0,56,540,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,California,,"5,462",98,427,,54,486,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,California,44,"5,679",105,483,19,43,551,
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,California,131,"5,687",106,583,70,28,672,
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,California,289,"5,983",113,631,158,24,786,
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,California,381,"6,045",118,646,222,,810,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,California,535,"6,128",120,738,325,,955,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,California,528,"5,938",115,679,295,,915,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,California,544,"5,740",113,629,294,0,879,
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,California,551,"5,669",114,624,297,,878,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
